,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
rskn-1 I_-_8577174_8577813_8580001,rskn-1,WBGene00011352,T01H8.1,I_-_8577174_8577813_8580001,NA,89.29%,NA,NA,NA,100%,NA,NA,81.44%,NA,92.68%,100%,79.36%,NA,96.59%,NA,NA,88.87%,90%,94.94%,95.03%,NA,NA,NA,95.17%,86.16%,NA,NA,NA,NA,NA,NA,NA,NA,87.30%,NA,86.65%,NA,84.54%,78.41%,NA,97.86%,97.87%,98.81%,97.39%,NA
rskn-1 I_-_8577174_8578785_8580001,rskn-1,WBGene00011352,T01H8.1,I_-_8577174_8578785_8580001,NA,NA,NA,NA,NA,94.12%,NA,68.29%,NA,NA,60.69%,94.44%,NA,NA,98.36%,84.90%,NA,82.45%,60.34%,NA,98.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.16%,NA,92.25%,NA,94.78%,NA,NA
rskn-2 I_+_8017231_8017255_8017782,rskn-2,WBGene00008311,C54G4.1,I_+_8017231_8017255_8017782,26.16%,31.43%,35.01%,41.23%,17.10%,9.09%,14.85%,20.62%,56.87%,19.72%,65.12%,66.67%,100%,55.45%,54.62%,81.97%,44.77%,22.43%,5.77%,69.68%,7.14%,68.48%,57.06%,48.72%,52.09%,56.89%,44.97%,39.79%,32.35%,68.31%,37.28%,46.80%,52.91%,46.52%,57.50%,10%,37.64%,14.58%,67.13%,15.38%,51.32%,51.97%,45.50%,26.52%,44.00%,56.33%
rsp-4 II_-_5387949_5388148_5388425,rsp-4,WBGene00004701,EEED8.7,II_-_5387949_5388148_5388425,93.22%,96.75%,92.78%,93.63%,66.67%,95.74%,94.24%,88.40%,91.04%,89.98%,98.51%,95.24%,97.92%,88.21%,95.09%,78.69%,NA,NA,100%,NA,98.75%,NA,94.10%,96.98%,NA,NA,89.89%,93.32%,97.48%,86.85%,NA,NA,NA,94.80%,75%,55%,96.02%,91.25%,92.47%,94.57%,90.34%,85.55%,NA,89.73%,97.97%,NA
rsp-5 II_+_6490659_6490882_6490985,rsp-5,WBGene00004702,T28D9.2,II_+_6490659_6490882_6490985,NA,89.78%,NA,NA,88.10%,NA,NA,NA,NA,77.68%,79.64%,NA,NA,90.13%,88.77%,38.36%,94.14%,NA,100%,84.33%,77.75%,NA,NA,NA,NA,90.17%,NA,NA,NA,NA,NA,89.35%,NA,90.81%,100%,66.25%,NA,90.64%,94.16%,97.22%,NA,NA,NA,88.62%,89.02%,NA
rsp-6 IV_-_7790397_7790447_7790835,rsp-6,WBGene00004703,C33H5.12,IV_-_7790397_7790447_7790835,NA,NA,NA,NA,70.83%,NA,NA,NA,NA,NA,87.86%,NA,NA,NA,NA,38.89%,NA,NA,71.78%,NA,90.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75%,NA,70.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA
rsp-6 IV_-_7790397_7790497_7790835,rsp-6,WBGene00004703,C33H5.12,IV_-_7790397_7790497_7790835,NA,NA,NA,NA,60.93%,NA,NA,NA,NA,NA,82.70%,NA,NA,NA,NA,37.18%,NA,NA,73.96%,NA,80.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.26%,NA,NA,NA,NA,NA,NA
rsp-7 II_+_10659715_10659862_10660030,rsp-7,WBGene00004704,D2089.1,II_+_10659715_10659862_10660030,88.81%,97.67%,NA,83.34%,100%,93.75%,100%,92.68%,71.60%,93.42%,96.67%,84.13%,100%,85.33%,94.05%,92.59%,88.12%,86.61%,100%,NA,94.07%,94.87%,NA,91.58%,94.48%,93.46%,NA,NA,89.41%,NA,NA,80.86%,84.60%,NA,100%,75%,95.50%,100%,NA,95.83%,88.67%,89.87%,83.90%,88.46%,98.94%,89.91%
sad-1 X_-_13488172_13488802_13489620,sad-1,WBGene00004719,F15A2.6,X_-_13488172_13488802_13489620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.89%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sad-1 X_-_13488969_13489432_13489620,sad-1,WBGene00004719,F15A2.6,X_-_13488969_13489432_13489620,88.57%,NA,NA,67.43%,100%,NA,NA,NA,89.84%,NA,93.37%,NA,90.48%,NA,98.53%,NA,NA,82.78%,92.59%,NA,55.58%,78.82%,NA,NA,94.34%,63.75%,NA,NA,NA,66.11%,NA,61.58%,73.46%,NA,NA,NA,NA,NA,NA,85.42%,NA,NA,NA,NA,89.93%,NA
sad-1 X_-_13494895_13495752_13500533,sad-1,WBGene00004719,F15A2.6,X_-_13494895_13495752_13500533,95%,100%,95.95%,99.26%,NA,100%,100%,100%,98.99%,93.30%,100%,100%,100%,91.24%,88.70%,55.21%,NA,100%,100%,96.27%,100%,100%,56.73%,89.20%,69.33%,100%,NA,95.73%,100%,100%,100%,94.53%,92.67%,93.09%,100%,100%,89.99%,94.10%,NA,100%,97.58%,95.35%,98.55%,88.68%,91.01%,87.97%
sad-1 X_-_13494895_13496882_13500533,sad-1,WBGene00004719,F15A2.6,X_-_13494895_13496882_13500533,100%,100%,100%,100%,NA,100%,100%,100%,100%,99.19%,100%,100%,100%,99.43%,100%,NA,NA,100%,100%,99.12%,100%,100%,NA,NA,NA,100%,74.16%,81.83%,100%,100%,90.04%,100%,99.14%,98.18%,80.16%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,NA
sad-1 X_-_13494895_13498328_13500533,sad-1,WBGene00004719,F15A2.6,X_-_13494895_13498328_13500533,100%,88.46%,96.10%,90.43%,64.81%,100%,87.31%,100%,94.71%,90.22%,93.75%,82.74%,100%,97.09%,100%,NA,NA,77.08%,99.09%,93.16%,97.35%,77.78%,NA,NA,NA,94.60%,NA,97.45%,100%,100%,88.73%,85.74%,95.58%,97.13%,100%,100%,99.28%,85.99%,77.51%,100%,94.78%,93.18%,96.89%,98.86%,100%,NA
saps-1 II_+_11300036_11300213_11300362,saps-1,WBGene00008166,C47G2.5,II_+_11300036_11300213_11300362,83.18%,70.48%,75.76%,85.36%,66.67%,85.72%,48.69%,74.72%,87.17%,71.43%,73.78%,86.67%,95.24%,84.25%,75.02%,50%,84.90%,90%,100%,70.64%,97.73%,58.33%,62.63%,58.29%,73.85%,81.73%,91.36%,84.64%,70.13%,86.21%,82.99%,80.49%,79.46%,83.33%,100%,100%,76.72%,69.16%,84.56%,92.86%,82.91%,70.68%,87.21%,78.33%,80.45%,82.10%
sax-3 X_-_3453116_3453228_3453243,sax-3,WBGene00004729,ZK377.2,X_-_3453116_3453228_3453243,48.27%,16.49%,42.90%,40.14%,60.98%,15%,30%,22.60%,34.47%,26.40%,59.27%,51.11%,45.78%,43.13%,44.54%,8.77%,51.66%,31.45%,36.11%,50.64%,48.56%,34.96%,31.93%,41.81%,39.27%,45.31%,43.49%,39.66%,29.92%,52.78%,45.72%,45.83%,38.03%,49.60%,19.65%,38.71%,31.42%,33.30%,41.25%,63.34%,42.55%,25.88%,44.08%,37.86%,37.49%,28.72%
sax-3 X_-_3455447_3455935_3461316,sax-3,WBGene00004729,ZK377.2,X_-_3455447_3455935_3461316,73.19%,99.05%,89.07%,86.88%,90.74%,95.24%,90%,93.75%,70.55%,70.17%,91.79%,90.28%,95.24%,88.51%,68.31%,16.88%,86.22%,94.03%,92%,83.90%,100%,76.58%,82.94%,87.49%,92.67%,48.70%,79.20%,32.86%,85.22%,70%,71.05%,68.46%,71.08%,70.47%,100%,50%,93.23%,90.36%,59.79%,81.25%,78.43%,81.76%,90.84%,61.31%,73.49%,70.24%
sax-7 IV_+_8067361_8069816_8070034,sax-7,WBGene00004732,C18F3.2,IV_+_8067361_8069816_8070034,98.21%,94.43%,99.77%,99.81%,100%,100%,100%,100%,99.54%,99.38%,98.96%,95.24%,100%,98.58%,100%,99.85%,97.88%,100%,98.46%,99.06%,98.46%,100%,99.29%,99.27%,99.28%,97.56%,100%,99.74%,98.34%,90.85%,100%,100%,99.61%,99.67%,100%,100%,99.01%,100%,99.83%,100%,97.46%,99.10%,91.73%,100%,100%,98.66%
sax-7 IV_+_8079146_8080596_8081433,sax-7,WBGene00004732,C18F3.2,IV_+_8079146_8080596_8081433,70.25%,79.27%,85.27%,57.64%,73.33%,51.76%,62.31%,57.73%,76.86%,81.69%,27.04%,87.92%,58.70%,83.28%,9.99%,89.29%,76.63%,82.90%,86.21%,57.86%,89.90%,95.78%,97.86%,83.23%,34.13%,93.32%,92.17%,56.70%,98.41%,82.87%,92.34%,89.83%,90.74%,85.04%,85.59%,84.68%,84.05%,77.20%,92.56%,67.91%,95.04%,94.24%,86.62%,98.54%,78.58%,93.17%
scav-3 III_-_12455596_12456402_12456470,scav-3,WBGene00013039,Y49E10.20,III_-_12455596_12456402_12456470,80.23%,93.33%,87.75%,95.71%,NA,100%,63.54%,81.25%,78.01%,50%,97.22%,66.67%,100%,93.77%,91.15%,85.84%,80.56%,83.63%,100%,85.56%,83.33%,98.33%,92.38%,98.75%,89.98%,92.08%,95.83%,86.15%,94.56%,97.62%,89.88%,90.48%,94.33%,89.00%,100%,100%,89.09%,65%,91.67%,98.04%,94.27%,88.25%,92.64%,86.61%,82.86%,88.49%
scd-1 X_-_12505909_12506007_12506149,scd-1,WBGene00004739,H20J18.1,X_-_12505909_12506007_12506149,NA,92.74%,NA,NA,NA,70.84%,73.19%,NA,NA,NA,61.91%,60%,73.33%,NA,NA,85.86%,72.92%,79.31%,84.43%,NA,81.25%,90.61%,NA,NA,NA,86.04%,NA,NA,72.86%,84.52%,71.80%,75.49%,92.36%,74.73%,NA,91.67%,91.77%,86.19%,80.63%,95.83%,80.14%,NA,NA,80.42%,91.19%,NA
scp-1 II_+_9336390_9336922_9336967,scp-1,WBGene00004744,D2013.8,II_+_9336390_9336922_9336967,77.08%,90%,100%,75%,NA,100%,100%,100%,100%,100%,12.50%,0%,0%,21.96%,100%,100%,51.79%,87.50%,100%,75.76%,25%,100%,54.92%,65.63%,53.93%,100%,68.25%,33.33%,100%,100%,100%,100%,85%,100%,100%,NA,18.11%,78.61%,65%,100%,52.70%,77.58%,100%,42.86%,50.50%,91.25%
scpl-1 I_-_10093777_10093863_10100662,scpl-1,WBGene00007054,B0379.4,I_-_10093777_10093863_10100662,44.37%,14.29%,36.36%,87.93%,33.33%,75%,40%,12.24%,30.19%,18.09%,47.41%,41.67%,33.33%,36.76%,53.42%,25.53%,27.27%,20.37%,28.69%,35.01%,4.69%,61.64%,68.72%,31.20%,19.19%,NA,24.59%,26.61%,61.73%,NA,NA,65.19%,68.48%,NA,50%,41.43%,55.44%,24.70%,20.58%,52.88%,48.95%,19.75%,33.01%,38.93%,51.36%,46.53%
scpl-4 V_+_10599470_10599473_10599515,scpl-4,WBGene00011897,T21C9.12,V_+_10599470_10599473_10599515,21.04%,3.13%,19.49%,6.14%,0%,21.43%,50%,15.56%,18.52%,35.56%,18.59%,6.67%,75%,28.97%,18.67%,6.67%,29.40%,14.06%,20%,20.56%,37.50%,18.94%,20.27%,18.81%,19.20%,14.77%,13.47%,36.79%,11.45%,18.38%,25.38%,28.38%,10.69%,24.93%,0%,0%,21.37%,18.08%,17.33%,6%,23.44%,19.72%,22.45%,7.35%,32.83%,21.79%
scrm-1 I_-_11688988_11689033_11689343,scrm-1,WBGene00011935,T22H2.5,I_-_11688988_11689033_11689343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.36%,0%,NA,NA,NA,67.99%,NA,NA,NA,NA,NA,24.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.84%,NA,22.61%,NA,NA,NA,NA,NA,NA,NA,61.91%,NA,NA,NA,NA
sea-2 II_+_3965554_3966086_3966384,sea-2,WBGene00004751,K10G6.3,II_+_3965554_3966086_3966384,95.39%,93.64%,81.31%,77.24%,91.67%,98.77%,95.01%,96.53%,NA,92.70%,89.19%,87.39%,95.60%,NA,91.70%,96.64%,NA,91.63%,73.46%,NA,94.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.87%,NA,72.08%,87.89%,NA,90.54%,NA,NA,NA,NA,NA,NA
sea-2 II_+_3969422_3969445_3970027,sea-2,WBGene00004751,K10G6.3,II_+_3969422_3969445_3970027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.69%,NA,NA,58.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sea-2 II_+_3969422_3969463_3970027,sea-2,WBGene00004751,K10G6.3,II_+_3969422_3969463_3970027,NA,14.64%,NA,NA,0%,31.58%,NA,NA,NA,17.67%,NA,30.15%,NA,NA,NA,NA,NA,NA,28.19%,NA,21.62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.09%,NA,NA,NA,NA,NA,NA,NA,NA,NA
sea-2 II_+_3969445_3969463_3970027,sea-2,WBGene00004751,K10G6.3,II_+_3969445_3969463_3970027,NA,NA,NA,NA,14.81%,NA,NA,NA,NA,NA,72.73%,NA,NA,NA,NA,NA,NA,NA,14.17%,NA,8.36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sec-12 I_-_8509634_8510072_8510077,sec-12,WBGene00010496,K02B12.3,I_-_8509634_8510072_8510077,3.75%,7.86%,2.72%,4.60%,27.29%,0%,0%,4.17%,17.63%,5%,0%,0%,0%,2.68%,2.02%,0.40%,2.04%,1.92%,0%,4.04%,0%,3.45%,1.92%,3.70%,2.28%,2.08%,3.33%,8.95%,1.75%,25%,0.85%,0%,0.52%,2.75%,0%,0%,1.39%,1.39%,0%,1.59%,1.60%,1.67%,0.96%,5.56%,6.44%,3.22%
sek-3 X_+_5019396_5019450_5019509,sek-3,WBGene00022613,ZC449.3,X_+_5019396_5019450_5019509,86.40%,59.52%,100%,93.46%,NA,100%,100%,97.62%,100%,80.38%,89.17%,66.67%,100%,84.39%,88.75%,100%,86.67%,95.83%,100%,77.49%,90.18%,100%,94.32%,100%,88.36%,96.67%,88.24%,88.96%,100%,66.67%,83.33%,93.94%,95.21%,93%,NA,100%,87.98%,94.23%,84.17%,50%,96.36%,75.56%,93.33%,100%,83.14%,91.76%
sel-2 III_-_4610847_4611057_4611340,sel-2,WBGene00004760,F10F2.1,III_-_4610847_4611057_4611340,100%,100%,99.55%,99.74%,100%,100%,100%,100%,100%,100%,91.60%,100%,100%,96.48%,100%,100%,100%,100%,100%,99.15%,100%,82.80%,99.39%,98.22%,93.66%,94.36%,98.39%,100%,95.63%,100%,99.49%,97.22%,92.38%,97.03%,100%,100%,99.15%,98.44%,98.83%,100%,97.15%,88.77%,97.12%,87.50%,93.78%,96.91%
sel-7 X_-_14339558_14339607_14339613,sel-7,WBGene00004764,K04G11.2,X_-_14339558_14339607_14339613,14.29%,0%,48.04%,34%,NA,22.22%,16.67%,0%,3.45%,0%,0%,0%,100%,50%,35.42%,0%,0%,5.56%,NA,15.42%,0%,13.13%,5.56%,27.78%,41.67%,25%,14.58%,33.33%,9.52%,NA,29.17%,0%,28.22%,17.15%,NA,NA,20.83%,75%,40%,11.50%,18.33%,12%,25.76%,0%,8.33%,10.10%
ser-2 X_-_15287928_15287973_15288087,ser-2,WBGene00004777,C02D4.2,X_-_15287928_15287973_15288087,100%,81.58%,100%,95.56%,70.75%,100%,100%,95.83%,100%,100%,100%,NA,100%,95.83%,100%,96.15%,100%,100%,100%,75%,NA,95.83%,90%,100%,100%,100%,100%,90.14%,91.67%,100%,NA,100%,100%,100%,100%,NA,100%,100%,100%,100%,97.50%,97.40%,100%,100%,100%,99.14%
ser-2 X_-_15288193_15288671_15288740,ser-2,WBGene00004777,C02D4.2,X_-_15288193_15288671_15288740,50%,90%,23.33%,58.37%,91.67%,100%,16.67%,70.56%,18.75%,0%,33.33%,NA,100%,23.73%,0%,5.56%,0%,68.75%,100%,56.84%,0%,22.28%,50.92%,90.39%,50%,25%,71.43%,77.61%,75%,35.70%,NA,22.22%,40.84%,40%,66.67%,NA,72.92%,55.56%,33.34%,NA,34.17%,9.01%,35.72%,NA,0%,82.05%
ser-2 X_-_15291945_15293590_15298201,ser-2,WBGene00004777,C02D4.2,X_-_15291945_15293590_15298201,NA,NA,NA,NA,99.31%,NA,NA,3.57%,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.88%,NA,NA,NA,NA,49.21%,67.33%,NA,NA,100%,NA,100%,NA,NA,NA,98.30%,100%,NA,NA,75%
ser-2 X_-_15291945_15293590_15302950,ser-2,WBGene00004777,C02D4.2,X_-_15291945_15293590_15302950,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33%,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ser-2 X_-_15291945_15298201_15302950,ser-2,WBGene00004777,C02D4.2,X_-_15291945_15298201_15302950,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33%,NA,NA,NA,NA,NA,4.17%,NA,93.75%,0%,NA,3.33%,NA,NA,NA,0%,0%,NA,NA,11.11%
ser-2 X_-_15291945_15298201_15305293,ser-2,WBGene00004777,C02D4.2,X_-_15291945_15298201_15305293,0%,0%,0%,64.83%,0%,0%,0%,NA,25%,0%,NA,0%,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33.33%,0%,30%,0%,0%,NA,NA,25%,0%,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ser-7 X_+_2680949_2681844_2682106,ser-7,WBGene00004780,C09B7.1,X_+_2680949_2681844_2682106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
set-15 IV_-_4780095_4780154_4780168,set-15,WBGene00020006,R11E3.4,IV_-_4780095_4780154_4780168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94%,NA,NA,NA,NA,NA,NA,NA,10%,NA,NA,NA,NA,NA,70.84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
set-2 III_-_4925737_4925805_4926495,set-2,WBGene00004782,C26E6.9,III_-_4925737_4925805_4926495,100%,NA,98.48%,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,72.64%,NA,98.41%,100%,100%,NA,44.68%,NA,NA,NA,100%,NA,NA,100%,98.44%,NA,NA,NA,88.33%,97.50%,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,32.10%,98.69%
set-2 III_-_4928077_4928273_4928671,set-2,WBGene00004782,C26E6.9,III_-_4928077_4928273_4928671,40.74%,80%,56.95%,55%,50%,0%,83.33%,93.33%,80%,100%,63.89%,0%,100%,79.39%,53.75%,83.33%,90.48%,88.89%,100%,85.82%,90%,85.71%,51.71%,52.38%,85.90%,22.03%,94.44%,84.62%,27.11%,31.94%,NA,25.45%,30.53%,50.62%,NA,100%,72.48%,60.72%,77.65%,27.54%,89.86%,70.33%,69.70%,21.43%,57.65%,NA
set-31 V_+_14418254_14418342_14418391,set-31,WBGene00007615,C15H11.5,V_+_14418254_14418342_14418391,97.50%,100%,80.66%,96%,25%,87.50%,100%,100%,71.64%,100%,91.11%,50%,60%,80.66%,88.09%,100%,100%,100%,83.33%,83.97%,66.67%,78.57%,94.56%,96%,79.87%,81.25%,85.71%,57.11%,90.10%,80.45%,87.28%,86.90%,89.67%,92.14%,NA,100%,87.99%,100%,91.67%,44.12%,82.26%,100%,95.83%,66.67%,97.80%,93.22%
sfa-1 IV_-_17107358_17107880_17107998,sfa-1,WBGene00013808,Y116A8C.32,IV_-_17107358_17107880_17107998,0%,0%,0.31%,8.20%,0%,1.52%,0%,0%,3.33%,2.78%,1.28%,0%,0%,0.46%,0%,8.75%,0.78%,0%,0%,5.82%,4.93%,0.48%,0.69%,0.31%,2.41%,0%,0.76%,0%,0.18%,0%,0%,0.67%,0.22%,0%,0%,0%,0%,0.53%,1.23%,1.49%,1.01%,1.52%,2.50%,0.96%,1.17%,0.52%
shc-2 II_+_4986198_4986936_4987040,shc-2,WBGene00020867,T27F7.2,II_+_4986198_4986936_4987040,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,100%,100%,NA,NA,100%,87.04%,NA,100%,50.72%,100%,NA,98.08%,100%,100%,NA,NA,NA,NA,100%,NA,96.67%,NA,NA,100%,97.73%
shk-1 II_+_9756831_9758765_9761949,shk-1,WBGene00014261,ZK1321.2,II_+_9756831_9758765_9761949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shk-1 II_+_9756831_9760898_9761949,shk-1,WBGene00014261,ZK1321.2,II_+_9756831_9760898_9761949,NA,24.60%,NA,3.51%,0%,50%,2.94%,0.50%,4.62%,0.24%,0%,0%,NA,78.24%,74.00%,50%,33.33%,3.57%,1.67%,24.95%,44.44%,7.15%,0%,33.33%,17.22%,22.22%,13.22%,37.92%,46%,11.76%,16.67%,0%,8.78%,24.22%,NA,100%,3.57%,18.96%,22.92%,20%,32.51%,13.33%,22.17%,100%,12.50%,48.44%
shk-1 II_+_9758765_9760898_9761949,shk-1,WBGene00014261,ZK1321.2,II_+_9758765_9760898_9761949,NA,NA,NA,0%,NA,NA,0%,0%,0%,0%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA,0%,9.84%,NA,NA,0%,3.70%,0%,0%,83.75%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,0%
shk-1 II_+_9759770_9760898_9761949,shk-1,WBGene00014261,ZK1321.2,II_+_9759770_9760898_9761949,4.49%,NA,NA,0%,0%,0%,0.70%,0%,0.22%,0.46%,0%,0%,NA,NA,NA,0%,0%,0%,0%,NA,NA,0%,0%,0%,NA,0%,0%,0%,NA,0%,0%,0%,0%,0%,NA,NA,0%,2.27%,0%,0%,0%,0%,0%,NA,0%,0%
shk-1 II_+_9762079_9764647_9765424,shk-1,WBGene00014261,ZK1321.2,II_+_9762079_9764647_9765424,NA,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,84.29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98.67%,100%,100%,100%,100%,100%
shn-1 II_-_11386216_11386695_11386699,shn-1,WBGene00006444,C33B4.3,II_-_11386216_11386695_11386699,100%,96.23%,97.92%,91.25%,100%,92.31%,100%,99.38%,100%,100%,98.41%,100%,100%,97.39%,100%,100%,100%,95%,100%,94.90%,88.89%,92.31%,93.59%,100%,99.24%,96.11%,100%,100%,98.41%,100%,93.17%,100%,94.49%,96.34%,100%,100%,89.14%,100%,96.64%,100%,91.44%,92%,97.87%,100%,97.14%,98.44%
shn-1 II_-_11388102_11388261_11388608,shn-1,WBGene00006444,C33B4.3,II_-_11388102_11388261_11388608,86.67%,NA,50%,76.67%,100%,25%,60%,54.54%,77.28%,75%,12.38%,22.22%,18.95%,NA,61.11%,100%,48.15%,75%,61.67%,NA,93.33%,75.30%,70.83%,44.53%,74.17%,67.44%,66.92%,91.42%,77.78%,22.73%,57.62%,41.67%,73.20%,58.18%,50%,NA,43.50%,45.84%,NA,83.34%,61.72%,77.78%,76.75%,66.67%,58.83%,79.29%
shw-1 II_-_8310604_8314684_8315654,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8314684_8315654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.40%,NA,NA,NA,NA,15.15%,NA,NA,NA,NA,NA,NA,52.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shw-1 II_-_8310604_8314684_8317685,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8314684_8317685,NA,NA,95.83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shw-1 II_-_8310604_8314684_8319109,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8314684_8319109,NA,NA,NA,99.21%,100%,100%,75%,0%,16.67%,100%,NA,100%,98.17%,37.50%,100%,15.81%,100%,100%,100%,100%,83.33%,100%,NA,NA,95.09%,27.61%,NA,77.78%,40.48%,NA,NA,55%,85.63%,41.22%,NA,0%,80%,58.33%,88.89%,NA,70.83%,100%,66.67%,75%,0%,NA
shw-1 II_-_8310604_8315654_8317685,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8315654_8317685,83.34%,NA,88.83%,NA,NA,33.34%,0%,NA,0%,0%,1.33%,16.67%,NA,25%,NA,NA,66.67%,100%,NA,50%,33.34%,100%,0%,NA,NA,0%,55.52%,62.50%,33.33%,0%,71.43%,80%,39.58%,44.05%,0%,0%,26.19%,50%,10%,33.33%,61.67%,NA,36.67%,77.78%,0%,NA
shw-1 II_-_8310604_8315654_8319109,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8315654_8319109,NA,NA,NA,97.72%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25%,NA,98.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.88%,NA,NA,NA,NA
shw-1 II_-_8310604_8317685_8319109,shw-1,WBGene00008819,F14F11.1,II_-_8310604_8317685_8319109,NA,NA,3.10%,96.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.67%,NA,NA,NA,NA,NA,58.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.29%,NA,NA,NA,NA
shw-3 V_-_12976341_12980555_12985061,shw-3,WBGene00004793,R186.5,V_-_12976341_12980555_12985061,81.98%,NA,NA,NA,NA,NA,NA,NA,1.85%,7.50%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,NA,NA
