"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"srh-154 V_+_17441180_17441231_17441243","srh-154","WBGene00005370","F20E11.12","V_+_17441180_17441231_17441243","4.215%",NA,"0%","0%",NA,NA,"0%",NA,"100%","0%",NA,NA,NA,"0%",NA,"100%","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%",NA,NA,NA,NA,"0%","0%","0%",NA,NA,NA,NA,"0%","0%","0%","0%",NA,NA,NA,"0%"
"Y59A8B.21 V_+_17988797_17989259_17990535","Y59A8B.21","WBGene00013353","Y59A8B.21","V_+_17988797_17989259_17990535","43.365%","60.952%","46.13%",NA,"33.33%","58.3333333333333%",NA,NA,"20%","50%","41.192%","33.3333333333333%",NA,NA,"47.7675%","69.7%","80.2766666666667%","66.6675%","50%","46.7925%","50%","13.3333333333333%",NA,NA,NA,"19.66%","89.7433333333333%",NA,"27.3666666666667%","41.67%",NA,"28.8466666666667%","21.61%","18.912%","0%","85%","48.4283333333333%",NA,NA,"54.165%",NA,"70.384%","55.395%","37.5%","57.045%",NA
"srt-42 V_+_1808281_1808333_1809104","srt-42","WBGene00021599","Y46H3A.1","V_+_1808281_1808333_1809104",NA,"100%",NA,NA,NA,NA,NA,"100%","71.58%","86.6666666666667%","49.185%","46.6666666666667%",NA,NA,NA,NA,NA,"93.75%","50%","92.185%","78.4775%",NA,NA,NA,NA,"76.1375%","90.4766666666667%",NA,NA,"100%","58.335%",NA,"92.005%","71.43%",NA,"100%",NA,NA,NA,NA,NA,NA,NA,NA,"95.0733333333333%",NA
"slr-2 V_+_18090341_18091328_18091373","slr-2","WBGene00013350","Y59A8B.13","V_+_18090341_18091328_18091373","79.9275%","35%","58.61%","69.9%","100%","50%","46.06%","18.3325%","51.3933333333333%","72.2225%","40%","75%","100%","54.1675%","19.79%","78.4033333333333%","35.6266666666667%","66.6666666666667%","66.665%","44.75%","66.6666666666667%","66.6666666666667%","36.49%","31.4275%","55.035%","37.085%","52.62%","43.055%","44.62%","36.11%","39.015%","54.4433333333333%","37.7%","51.75%","0%","33.33%","32.0716666666667%","26.785%","60.4725%","62.5%","58.334%","43.626%","69.6375%","94.4433333333333%","50.476%","43.75%"
"par-4 V_+_18105897_18106078_18106081","par-4","WBGene00003919","Y59A8B.14","V_+_18105897_18106078_18106081","98.245%","90.182%","100%","100%","100%","83.3333333333333%","100%","100%","100%","100%","100%","100%","100%","98.2125%","98.8625%","91.2733333333333%","96.6666666666667%","100%","100%","98.6675%","100%","100%","100%","98.53%","95.7625%","99.075%","100%","87.5%","98.43%","100%","90.135%","95.8333333333333%","99.1375%","98.304%","100%","100%","96.342%","100%","100%","97.62%","97.796%","100%","95.4475%","100%","96.49%","99.375%"
"slo-1 V_+_18493341_18493545_18495015","slo-1","WBGene00004830","Y51A2D.19","V_+_18493341_18493545_18495015","12.6675%","2.222%",NA,"19.218%","0%","27.1833333333333%","12.2725%","8.0125%","28.9666666666667%",NA,"11.9516666666667%","8.93%","5.55666666666667%",NA,"16.11%","1.71%",NA,"16.8175%","3.125%",NA,"22.8125%","26.7533333333333%","7.40666666666667%","11.195%","7.37%","20.4775%",NA,NA,"21.64%",NA,"14.85%","2.77666666666667%","16.8325%","10.848%","20%","21.43%",NA,"4.765%","17.085%","34.5233333333333%","11.852%","14.078%",NA,"25%","3.768%","18.8325%"
"slo-1 V_+_18498843_18499580_18500549","slo-1","WBGene00004830","Y51A2D.19","V_+_18498843_18499580_18500549","91.385%","98.948%","91.785%","96.04%","90.4766666666667%","96.665%","99.68%","93.75%","96.6825%","98.685%","96.97%","98.89%","100%","95.145%","79.6875%",NA,"97.6%","97.825%","80%","99.47%","97.5%","61.51%","87.115%","86.045%","90.1%","86.54%","87.3866666666667%","87.5%","91.0625%","96.89%","80.285%","90.57%","82.3825%","81.056%","100%","100%","87.84%","97.425%","96.74%","55.2766666666667%","96.378%","100%","98.4125%","91.01%","92.246%","76.3075%"
"slo-1 V_+_18501979_18502045_18502066","slo-1","WBGene00004830","Y51A2D.19","V_+_18501979_18502045_18502066",NA,NA,"23.1975%",NA,"0%","25.415%","35.2725%","19.74%","19.33%","12.0025%","18.1566666666667%",NA,"16.6666666666667%","21.2675%","29.905%","37.2766666666667%","9.65%","25.28%","43.6533333333333%",NA,"11.25%",NA,NA,"25.225%",NA,"36.4175%","12.8666666666667%",NA,"15.105%","26.215%",NA,"11.2933333333333%","24.315%","10.688%","0%","55%","42.6816666666667%",NA,"11.3075%","4.76333333333333%",NA,"18.244%","17.605%","26.575%",NA,"26.445%"
"slo-1 V_+_18502895_18503099_18504145","slo-1","WBGene00004830","Y51A2D.19","V_+_18502895_18503099_18504145",NA,NA,NA,NA,"0%",NA,NA,NA,"51.26%",NA,"12.1966666666667%","23.0966666666667%","9.54%",NA,NA,"48.3633333333333%",NA,NA,"81.4833333333333%",NA,"50.4475%",NA,"8.8625%",NA,NA,"55.0575%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.325%","23.7133333333333%",NA
"Y69H2.7 V_+_18693541_18695519_18695528","Y69H2.7","WBGene00013482","Y69H2.7","V_+_18693541_18695519_18695528","18.335%","8.5725%","49.7225%","24.0483333333333%","55.56%","19.0466666666667%","16.6666666666667%","10.3575%","7.14333333333333%","3.125%","37.5%","33.33%","50%","20.8325%","38.89%","0%","18.52%","16.6675%","13.332%","15.2766666666667%","4.16666666666667%","18.1833333333333%","35.3125%","13.8875%","10.9975%","39.14%","33.3333333333333%","8.3325%","56.3133333333333%","86.365%","59.615%","41.6666666666667%","32.955%","43.778%","0%",NA,"53.6416666666667%","19.0466666666667%","20%","28.57%","25.666%","16.25%","19.0175%","45%","27.3266666666667%","21.3075%"
"glb-25 V_+_1945500_1945822_1950312","glb-25","WBGene00020279","T06A1.4","V_+_1945500_1945822_1950312","1.39%",NA,"0%","4.01666666666667%",NA,"0%","0%","0%","0%","0%","0%","0%",NA,"0%","0%","0%","0%","0%",NA,"6.445%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0.366666666666667%","0%","0%","0%","0%","0%","0%","0%","0%","0%"
"Y43F8B.3 V_+_19504104_19504838_19505893","Y43F8B.3","WBGene00012814","Y43F8B.3","V_+_19504104_19504838_19505893","21.2133333333333%",NA,"19.8433333333333%","0%",NA,"8.335%","0%","63.89%","30%",NA,"83.335%","0%",NA,"0%","27.7766666666667%","0%","13.69%","0%","0%","13.4833333333333%","50%",NA,NA,NA,"16.6666666666667%","32.5%","50%","74.6625%","21.3666666666667%","0%",NA,"23.7033333333333%","9.9925%","36.52%",NA,"0%","41.666%","0%","7.84333333333333%","14.285%","12.272%","12.5%","14.7025%","25%","32.2925%",NA
"Y43F8B.3 V_+_19504104_19505893_19506369","Y43F8B.3","WBGene00012814","Y43F8B.3","V_+_19504104_19505893_19506369",NA,NA,"60.8325%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA,NA,NA,NA,"26.1725%",NA,NA,NA,NA,NA,"69.4433333333333%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y43F8B.3 V_+_19507834_19508972_19514353","Y43F8B.3","WBGene00012814","Y43F8B.3","V_+_19507834_19508972_19514353","83.335%",NA,"94.7875%","80%",NA,"100%","100%","75%","67.7766666666667%","0%","66.6666666666667%","66.6666666666667%","88.89%","83.335%","77.2733333333333%","100%","100%","62.5%",NA,"86.07%","100%","61.5366666666667%","43.3333333333333%","20.6225%","62.5%","63.54%","50%",NA,"76.5433333333333%","100%","65.78%","72.5733333333333%","85.4025%","53.228%","100%","30%","36.3625%","100%","94.2533333333333%","87.5%","87.5%","95%","96.875%","100%","65.91%","73.53%"
"Y43F8B.3 V_+_19514522_19514624_19515762","Y43F8B.3","WBGene00012814","Y43F8B.3","V_+_19514522_19514624_19515762","100%",NA,"100%",NA,NA,"100%","100%",NA,"100%",NA,NA,"100%",NA,NA,"91.6666666666667%",NA,"100%","100%",NA,"100%",NA,"66.73%",NA,"95%","100%","87.5%","90.91%","100%","100%","100%","98.075%","99.0466666666667%","100%","100%",NA,"100%","86.11%","100%","94.445%","100%","100%","100%","100%",NA,NA,"100%"
"Y43F8B.3 V_+_19516908_19517068_19519078","Y43F8B.3","WBGene00012814","Y43F8B.3","V_+_19516908_19517068_19519078","4.1675%",NA,"38.98%","22.22%",NA,"16.665%","9.52333333333333%","50%","26.985%","0%","16.665%","0%",NA,"25%","11.11%","0%","0%","0%","0%","8.125%","0%","31.25%","4.76333333333333%","10.82%","0%","20.8325%","10.715%","16.6666666666667%","19.6425%","42.31%","11.065%","20.4766666666667%","29.495%","32.718%",NA,NA,"13.2475%","33.335%","4.3475%","8.335%","11.282%","35.5566666666667%","52.115%","0%","0%","8.1025%"
"dyf-19; Y77E11A.18 V_+_19625094_19625140_19625147","dyf-19; Y77E11A.18","WBGene00012826; WBGene00198926","Y43F8C.4; Y77E11A.18","V_+_19625094_19625140_19625147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.38%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.955%",NA,NA,NA,NA,"25.735%",NA,NA,NA,NA,NA,NA,NA,NA
"mrp-7; Y77E11A.18 V_+_19689645_19689841_19690740","mrp-7; Y77E11A.18","WBGene00003413; WBGene00198926","Y43F8C.12; Y77E11A.18","V_+_19689645_19689841_19690740","0%","3.712%","14.0325%","12.2683333333333%","16.665%","25%","14.5%","7.1425%","2.08333333333333%","12.5%","30.8325%","0%","22.2233333333333%","25.8325%","16.09%","4.16666666666667%","9.60666666666667%","17.915%","20.8333333333333%","21.7325%","0%","40.2%","33.7233333333333%","11.6875%","5.8925%","33.1225%","0%","31.55%","45.78%","77.2233333333333%","51.56%","29.2933333333333%","31.8075%","27.852%","0%","7.69%","8.98666666666667%","27.7766666666667%","10.04%","4.44333333333333%","9.812%","20.732%","18.0225%","31.25%","9.288%","8.8525%"
"arid-1 V_+_197343_198915_198924","arid-1","WBGene00044689","Y108G3AL.7","V_+_197343_198915_198924","12.5%","26.666%","21.3975%","10%",NA,"16.67%","0%","10.715%","7.08%","0%","13.0966666666667%","6.66666666666667%","12.5%","0.8925%","5%","29.165%","6.26666666666667%","20%","0%","10.965%","0%","31.2833333333333%","30.2175%","12.065%","1.6675%","41.72%","0%","0%","21.645%","61.9033333333333%","46.075%","36.13%","30.8975%","24.506%","0%","10%","36.904%","10.7125%","6.25%","5.26333333333333%","14.76%","17.048%","7.775%","26.6675%","18.976%","13.055%"
"Y60A3A.19; Y77E11A.18 V_+_19916903_19917949_19919463","Y60A3A.19; Y77E11A.18","WBGene00013365; WBGene00198926","Y60A3A.19; Y77E11A.18","V_+_19916903_19917949_19919463","14.385%","31.43%","22.9475%","14.5433333333333%","50%","11.765%","3.41%","5.3575%","8.50333333333333%","17.8225%","31.1116666666667%","5.55666666666667%","33.3333333333333%","19.4575%","19.8725%","4.95%","7.03333333333333%","15.325%","6.25%","12.1775%","3.5725%","13.46%","33.42%","16.145%","14.01%","37.175%","26.6666666666667%","13.7975%","65.575%","30%","53.165%","35.7133333333333%","33.65%","38.732%","25%","0%","24.5833333333333%","16.9125%","14.5675%","23.075%","13.094%","19.192%","12.7725%","10%","20.0583333333333%","12.68%"
"abhd-3.1; Y77E11A.18 V_+_19955786_19956542_19957304","abhd-3.1; Y77E11A.18","WBGene00013358; WBGene00198926","Y60A3A.7; Y77E11A.18","V_+_19955786_19956542_19957304","39.6025%","51.586%","24.0475%","26.004%","0%","50%","3.125%","18.75%","32.0733333333333%","21.5275%","27.7783333333333%","33.3333333333333%","13.0433333333333%","25.995%","10.2425%","8.335%","18.1566666666667%","28.0675%","37.5%","29.115%","41.6675%","4.76333333333333%","35.9375%","29.47%","19.7125%","54.8225%","4.76333333333333%","24.06%","42.435%","81.8166666666667%","56.665%","23.81%","41.02%","43.462%","30%","0%","24.9766666666667%","44.065%","32.8025%","31.25%","25.824%","32.666%","17.94%","25%","19.94%","20.94%"
"srh-173; Y77E11A.18 V_+_19974464_19974515_19974529","srh-173; Y77E11A.18","WBGene00005389; WBGene00198926","Y60A3A.4; Y77E11A.18","V_+_19974464_19974515_19974529","67.3825%","61.6075%","69.675%","66.5816666666667%","63.335%","100%","75%","38.5725%","71.6266666666667%","66.805%","75%","74.0766666666667%","75%",NA,"67.9175%","40.91%","87.9133333333333%","72.47%","72.2233333333333%","82.63%","51.11%","85.1866666666667%",NA,"59.38%","72.0825%","49.8925%","77.62%",NA,"87.9533333333333%","82.1433333333333%",NA,"78.2066666666667%","73.6125%","70.148%","75%","100%","64.0283333333333%","74.04%","66.1925%","59.36%","57.502%","81.796%","61.3025%","83.9275%","50.49%",NA
"Y60A3A.21; Y77E11A.18 V_+_20012187_20013281_20014882","Y60A3A.21; Y77E11A.18","WBGene00013366; WBGene00198926","Y60A3A.21; Y77E11A.18","V_+_20012187_20013281_20014882",NA,NA,"85.07%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.1825%",NA,NA,"93.3333333333333%",NA,NA,"49.1733333333333%",NA,NA,"97.2233333333333%",NA,NA,"90.385%",NA,NA,"87.58%",NA,"91.34%",NA,"96.6675%","99.075%",NA,"83.33%",NA,NA,NA,NA,NA,NA,NA,"100%",NA,"96.4275%"
"F59A7.5 V_+_2023749_2023798_2023805","F59A7.5","WBGene00019092","F59A7.5","V_+_2023749_2023798_2023805","100%","93.75%","83.3325%","100%","100%","100%","100%","100%","97.2233333333333%","50%","90%","100%","100%","100%","87.5%",NA,"100%","100%","100%","98.17%","100%","100%","97.5%","99.305%","100%","97.06%","100%","72.7266666666667%","100%","100%","90%","100%","97.2225%","100%","100%","100%","97.2225%","100%","76.86%","97.5533333333333%","92.064%","100%","93.75%","86.11%","98.824%","100%"
"K02E2.1 V_+_20352462_20352911_20352958","K02E2.1","WBGene00010506","K02E2.1","V_+_20352462_20352911_20352958","97.1975%","100%","100%","100%",NA,NA,"100%","100%","100%","100%","100%","100%",NA,"96.2966666666667%","100%",NA,"100%",NA,NA,"100%",NA,NA,"100%",NA,NA,"100%","100%",NA,NA,NA,"100%","100%","100%","100%",NA,NA,NA,NA,"100%",NA,"100%","100%","66.6666666666667%",NA,"100%","100%"
"F26F2.7 V_+_20581643_20582072_20582078","F26F2.7","WBGene00009172","F26F2.7","V_+_20581643_20582072_20582078","12.5%","31.25%","14.2875%","28.89%","50%","25%","0%","22.2233333333333%","14.8133333333333%","6.25%","50%","0%","0%","9.52333333333333%","20.8325%","0%","12.2233333333333%","50%","33.3333333333333%","26.39%","0%","8.33333333333333%","39.0466666666667%","32.1425%","15.415%","78.7875%","0%","12.5%","32.6533333333333%","48.45%","47.725%","8.33333333333333%","50.1175%","38.335%","0%",NA,"42.636%","37.5%","28.75%","0%","11.5%","24.888%","38.335%","33.3333333333333%","34.302%","13.055%"
"mlt-11 V_+_20667642_20667714_20668447","mlt-11","WBGene00012186","W01F3.3","V_+_20667642_20667714_20668447","96.2075%",NA,NA,NA,NA,NA,"91.665%",NA,"83.6733333333333%",NA,NA,NA,NA,"86.0375%",NA,NA,NA,NA,NA,NA,NA,NA,"93.1825%",NA,NA,NA,NA,NA,"93.59%",NA,NA,NA,NA,NA,"100%","100%",NA,NA,NA,"41.11%","71.304%",NA,NA,"95.1925%",NA,NA
"mlt-11 V_+_20671271_20671457_20673145","mlt-11","WBGene00012186","W01F3.3","V_+_20671271_20671457_20673145",NA,"80%","49.9725%","54.452%","50%","50.7933333333333%","51.6375%","75%","36.4575%","88.89%","63.334%","45.8333333333333%","64.285%",NA,NA,"0%","63.3333333333333%","59.82%","19.772%",NA,"62.5%",NA,"65.365%",NA,NA,NA,"42.2233333333333%","94.63%",NA,"72.7%",NA,NA,NA,NA,"66.67%","64.475%",NA,"67.25%","26.11%","55.0733333333333%",NA,"52.572%",NA,"55.3966666666667%","65.416%",NA
"hif-1 V_+_20783222_20783324_20783736","hif-1","WBGene00001851","F38A6.3","V_+_20783222_20783324_20783736","1.135%","0.238%","0.75%","0.21%","0%","0.68%","0.355%","2.0075%","0.88%","0.6875%","2.44166666666667%","0.363333333333333%","0%","1.795%","2.605%","1.32333333333333%","0.233333333333333%","1.9125%","1.428%","1.77%","0%","4.48666666666667%",NA,NA,"0.47%",NA,"0.466666666666667%","2.025%",NA,"9.22%",NA,"1.26666666666667%","1.505%","1.714%","6.665%","0%","3.30666666666667%","0.3075%","0.4475%","1.98%","0.37%","0.656%","0.18%","1.4575%","0.883333333333333%",NA
"hif-1 V_+_20784065_20784134_20784140","hif-1","WBGene00001851","F38A6.3","V_+_20784065_20784134_20784140","33.455%","32.946%","29.98%","22.4266666666667%","21.3466666666667%","28.7766666666667%","33.0275%","31.3125%","23.785%","25.08%","29.7483333333333%","31.5166666666667%","18.0033333333333%","30.3375%","27.1225%","24.0266666666667%","24.7766666666667%","29.255%","20.488%","20.135%","35.445%","32.8633333333333%","21.7225%","28.0575%","23.265%","33.2475%","23.2666666666667%","26.8875%","24.095%","23.2233333333333%","25%","24.7833333333333%","27.2525%","31.132%","5.555%","26.85%","26.1133333333333%","25.085%","26.96%","23.7466666666667%","22.21%","17.328%","28.45%","30.3675%","29.185%","24.735%"
"lec-12 V_+_208152_208201_208452","lec-12","WBGene00017080","DC2.3","V_+_208152_208201_208452","60.6975%","72.5%","72.8425%","69.455%","37.5%","94.5166666666667%","78.275%","49.3675%","85.8075%","57.425%","83.2533333333333%","63.53%","76.8633333333333%","57.0875%","41.8875%","66.6666666666667%","69.1933333333333%","22.0175%","56.668%","77.4875%","46.455%","53.3566666666667%","58.09%","46.515%","79.1375%","32.86%","86.8666666666667%","57.03%","84.66%","43.8733333333333%","46.92%","63.4433333333333%","73.7725%","59.142%","87.5%","100%","29.875%","82.2725%","31.2875%","17.5933333333333%","53.202%","83.734%","78.045%","80.5575%","79.2033333333333%","49.445%"
"num-1 V_+_20834396_20834876_20834882","num-1","WBGene00003830","T03D8.1","V_+_20834396_20834876_20834882","0%","0%","0%","1.112%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","3.72%","0%","6.285%","0%","3.5725%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0.8075%","0%","0.326666666666667%","0.5325%"
"unc-80 V_+_20886701_20887260_20887732","unc-80","WBGene00006812","F25C8.3","V_+_20886701_20887260_20887732","33.3333333333333%","0%","2.7775%","3.08666666666667%","0%","0%","0%","0%","5%","25%","3.33333333333333%","0%","30.3033333333333%","5.7525%","14.36%","13.4833333333333%","13.5866666666667%","0%","56.25%","0%","0%","23.52%","7.02333333333333%","2.7775%","10.81%","4.5825%","4.90333333333333%","0%","13.13%","0%","2.38%","1.04%","9.9%","6.812%","0%","0%","3.07%","0%","0%","0%","2.054%","3.526%","6.585%","0%","12.058%","4.0575%"
"unc-80 V_+_20889716_20889838_20890250","unc-80","WBGene00006812","F25C8.3","V_+_20889716_20889838_20890250","35%","50%","63.055%","85.222%",NA,"77.78%","43.7175%","100%","60.6266666666667%","42.86%","58.3333333333333%","50%",NA,"87.085%","56.3466666666667%","25.61%","31.67%","58.3333333333333%","22.2233333333333%","42.5133333333333%","56.665%","72.39%",NA,NA,"97.5%","56.7875%",NA,NA,"32.21%","94.44%",NA,"42.3066666666667%","41.3625%","31.514%",NA,"58.93%","9.815%","55%",NA,"21.43%",NA,"23.584%","67.45%","31.25%","64.616%",NA
"unc-80 V_+_20893499_20893583_20894012","unc-80","WBGene00006812","F25C8.3","V_+_20893499_20893583_20894012","57.2925%","25%",NA,NA,"53.75%","50%","28.5725%","56.875%","28.4566666666667%","66.6666666666667%","41.6666666666667%","47.225%",NA,NA,"91.6666666666667%",NA,"32.7733333333333%","5.55666666666667%","33.3333333333333%","38.05%","77.7766666666667%","41.48%",NA,NA,NA,NA,"26.6366666666667%","6.9275%","20.8%","7.69%",NA,"41.0266666666667%",NA,NA,NA,"25%","45.145%","33.8775%",NA,"14.285%",NA,NA,"52.9125%","20.9066666666667%","23.334%",NA
"egl-8 V_+_23294_23560_23791","egl-8","WBGene00001177","B0348.4","V_+_23294_23560_23791","11.78%","5.72%","7.1225%","5.11166666666667%","2.38%","6.91666666666667%","8.255%","3.3775%","5.96666666666667%","2.1775%","9.30833333333333%","15.26%","8.26%","9.08%","11.5%","0.506666666666667%","3.13666666666667%","8.485%","16.6675%",NA,"1.1375%",NA,"34.4625%",NA,"7.18%","23.705%",NA,"14.225%","36.01%",NA,NA,NA,NA,NA,"7.69%","16.175%","11.4733333333333%","4.16%","3.005%",NA,"6.168%","5.178%","4.6625%","30.8775%","39.1466666666667%",NA
"srd-60; srd-73 V_+_2420556_2420881_2528558","srd-60; srd-73","WBGene00005137; WBGene00021570","C13B7.3; Y45G12C.7","V_+_2420556_2420881_2528558","28.4975%","2.858%",NA,"19.884%","20.6833333333333%","58.335%","3.125%","20.2375%","10.2833333333333%","32.59%","11.1116666666667%","42.8566666666667%","8.46666666666667%",NA,"16.565%","3.03%",NA,"16.6675%","20%",NA,"4.1675%","33.3433333333333%",NA,NA,"9.71%","15.125%",NA,"18.3325%",NA,"22.9166666666667%",NA,NA,"20.555%","14.618%","0%",NA,"23.7516666666667%","24.39%","15.065%","6.45%",NA,NA,NA,"34.225%","13.472%",NA
"F56A4.3; T08H4.6 V_+_2453707_2455848_2455997","F56A4.3; T08H4.6","WBGene00018911; WBGene00196726","F56A4.3; T08H4.6","V_+_2453707_2455848_2455997","6.8325%","14.666%","14.415%","2.49%","23.81%","8.335%","35.97%","0%","10.52%","0%","2.38166666666667%","14.285%","2.56333333333333%",NA,"4.0025%","23.81%",NA,"8.5725%","0%",NA,"0%",NA,NA,NA,"8.37%","13.8425%",NA,NA,NA,"3.70333333333333%",NA,NA,NA,"5.402%","0%",NA,"24.0066666666667%","0.7575%","6.9825%","31.45%",NA,NA,NA,NA,"5.982%",NA
"F56A4.3; T08H4.6 V_+_2453707_2455997_2456779","F56A4.3; T08H4.6","WBGene00018911; WBGene00196726","F56A4.3; T08H4.6","V_+_2453707_2455997_2456779","24.1975%","31.666%",NA,"29.872%","0%","27.275%","25.8925%","22.915%","16.1566666666667%","18.155%","11.41%","0%","0%","23.195%","18.8925%","26.19%","29.0066666666667%","2.7775%","0%",NA,"6.25%",NA,NA,NA,"13.4975%","5.9625%",NA,NA,NA,"7.33333333333333%",NA,NA,NA,"5.326%","62.5%","33.335%","20.2766666666667%","23.0675%","27.05%","39.375%",NA,NA,NA,NA,"21.516%",NA
"egl-8 V_+_26380_28380_29334","egl-8","WBGene00001177","B0348.4","V_+_26380_28380_29334",NA,NA,NA,NA,NA,"61.1933333333333%",NA,NA,NA,NA,"46.1316666666667%",NA,NA,NA,NA,"35.87%",NA,NA,"65.705%",NA,"45.315%",NA,NA,NA,NA,NA,NA,NA,NA,"56.1633333333333%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.7266666666667%",NA,"15.396%",NA,NA,NA,NA
